Label,Claim
1,"""Before President Obama acted in Libya in 2011, the American people were opposed to military action by 35 to 60. After he took action, they were in support of it 54 to 43."""
1,"""In the 2000 Florida election, at least 1,100 eligible voters were wrongly dropped from voting rolls in an attempt to purge a list of felons. Many of those who were dropped showed up to vote and were told they could not."""
0,"Says he has ""a fiduciary responsibility to his business, his family and his employees to pay no more tax than legally required."""
0,"""Ninety-four percent of the bills that pass the Senate have no debate, no vote, no amendments, no reading of the bill, no online disclosure."""
0,"Says he ""did not try to leave the scene of the accident"" that led to his arrest for driving while intoxicated."
1,"Yes, This 2,000-Year-Old Peruvian Skull With a Metal Plate Is Real"
0,"""I did not oppose busing in America. What I opposed is busing ordered by the Department of Education."""
0,"Says Republican gubernatorial candidate Adam Laxalt ""tried to cut a deal with big pharma"" in a lawsuit."
0,"A U-Haul operated by antifa activists distributed “shields, weapons & black bloc” to protesters in Louisville, Ky., and is linked to “a George Soros-funded initiative.”"
0,Is This Farmer Being Executed for Not Working with Castro?
0,Derek Chauvin had his left hand in his pocket while kneeling on George Floyd.
0,Did Joe Rogan Say Hamburgers Were Made From Ham?
0,Says George Soros was arrested in Switzerland for a web of crimes based on information provided by Barack Obama.
0,"No, Drag Queen Story Hour Leader Wasn't Arrested on Child Porn Charges"
0,"Says ""Obamacare"" is ""the largest middle-class tax increase in history."""
1,"Says in his years as a Texas legislator, ""we passed three pay increases for teachers and provided them with health insurance."""
0,"The ceilings of the Virginia Senate and House chambers are ""circled by gold-embossed tobacco leaves."""
1,"""America is No. 1 in wind power."""
0,Is Laura Phelps a Crisis Actor Who Lost a Child at Both Sandy Hook and Marjory Stoneman Douglas?
0,"Medicare ""premium support"" backed by Republican vice presidential candidate Paul Ryan ""is not vouchers."""
0,"Ohio’s credit rating is ""as high as you can get, AA+."""
1,"The uninsured rate in California reached ""a historic low of 7.4 percent in 2016."""
1,"""Tanzania farmers face 12 years in prison for trading seeds thanks to foreign aid."""
0,Did Virginia Police Kill a Three-Year-Old Child During a Shootout?
0,Says 2010 video clip showing coffins in a field proves “COVID was planned.”
0,"""The president is brain-dead."""
1,Says 92 percent of Texas counties had no abortion provider in 2008.
0,"""Ukraine voluntarily gave up its nuclear weapons because the United States of America"" said it would ""ensure (its) territorial integrity from Russia."""
0,"""Government employees make 43 percent more in wages and benefits"" than private-sector workers."
1,"In Virginia, ""people are going and getting marriage licenses who are 12 and 13, and 14 and 15 years old."""
0,Did Activists Go Missing After Declaring 'War on Leather' at a Motorcycle Rally?
1,"""90,000 Californians are unsheltered and homeless."""
0,Navy Destroyer Collides with Building in Downtown Houston?
0,"Citizens Property Insurance has ""over $500 billion worth of risk, with less than $10 billion worth of surplus."""
1,"""Some neighborhood schools are closing."""
0,"College tuition ""costs have risen by 25 percent under the Democrats."""
1,"Under Donald Trump's tax plan, ""the top 0.1 percent of taxpayers -- people earning multiple millions of dollars a year, on average -- would get more tax relief than the bottom 60 percent of taxpayers combined."""
0,"North Carolina spent ""almost as much as it spends on government rape crisis programs in a year"" to convene a special session for HB2."
0,"No, the COVID-19 Vaccine Didn't Kill 'Lachlan Leary' of Australia"
0,"""New Jersey is the only state in the union that spent less on higher education than it did at the beginning of the decade."""
1,"Did Deutsche Bank Fund Auschwitz, Trump, Jeffrey Epstein, and ISIS?"
1,Taxes on groceries and medicine will rise under a plan to improve roads and rail for metro Atlanta.
1,"""We’re the only developed nation in the world that doesn’t have paid maternity leave."""
0,Quran 9:11
0,"""The American people support defunding Obamacare and oppose shutting down the government."""
0,"Says people shouldn’t make birthday donations on Facebook because the organization can claim the donation as a tax write-off, and only has to deliver 15% of the donation to the charity organization."
0,Did Lincoln Refuse to Fill a Supreme Court Vacancy Before an Election?
0,"Senate Democrats who left the state for weeks to delay a vote on union bargaining power exercised a ""Wisconsin filibuster"" provided by the state’s constitution."
0,Was Dr. Phil's Divorce Settlement 'Finally Revealed' as $1M?
1,Did Scientists Recover 'Extraterrestrial Material' from Asteroid 190 Million Miles from Earth?
0,"Since Scott Walker took office as governor in January 2011, there has been an increase of 33,200 jobs in Wisconsin."
0,Did Vendor 'Nah' Sell $100 Trump Sweatshirts?
0,Says Texas Education Agency Commissioner Mike Morath is requiring teachers to return to classrooms while “he has closed his offices at TEA through January.”
1,"""Pat Morrisey joined a federal lawsuit to allow insurance companies to deny coverage for people with pre-existing conditions."""
0,"""(Barack Obama) says he’s going to reduce the long-term debt and deficit by $4 trillion, doesn’t say how he's going to do it."""
0,Are Dr. Phil and Robin McGraw Getting Divorced?
1,"""State agencies have not identified one single instance where groundwater has been damaged due to hydraulic fracking."""
0,“Seventy four thousand... That’s how many mail-in ballots were recently found in Arizona that have NO clear record of being sent in.”
0,"""No one visiting Disney can get in” because of protest."
1,"""Ultimately, after an exhaustive investigation,"" the National Transportation Safety Board concluded that a Minneapolis bridge collapsed in 2007 ""because of an original design flaw dating back to the 1960s."""
0,Says Joe Biden “is trying to shut FL’s border.”
0,A recent photo shows the “Russian Orthodox Church blessing a rocket called Satan.”
0,"Says Donald Trump ""always pays his bills promptly."""
1,Did a Flock of Birds Crash into the Ground in Mexico?
1,Did Engineers Make a 'Grisly Discovery' After Draining Niagara Falls?
1,"""We put $330 million in general school aids — the largest in more than a decade."""
0,“Republican leadership has not been clear about whether they support Rep. Ramthun’s illegal and undemocratic resolution” on the 2020 election.
0,"When Obama took office ""the economy of the United States was actually shrinking for the first time in about 70 years."""
0,Is Tom Selleck a Trump Supporter?
0,Etymology of 'Holy Smoke'
0,"In 2011, Carlos López-Cantera ""staunchly supported"" a Florida bill modeled after Arizona’s immigration law"
0,"""The day Al Gore was born, there were 130,000 glaciers on earth. Today, only 130,000 remain."""
1,"""His new running mate, Congressman Ryan, put forward a plan that would let Governor Romney pay less than 1 percent in taxes each year."""
0,"Japan's ""interest on its own debt"" is ""25 percent of its national budget"""
0,"""The murder rate in our country is the highest it’s been in 47 years."""
1,Fines for Bringing Supplies to Standing Rock DAPL Protests
0,"Obama ""only wants your children to have health insurance."""
0,Did a Virginia Public School System 'Cancel' Dr. Seuss?
0,"Says ""Russia donated 0$ to Donald Trump. Russia donated 145.000.000$ to the Clinton Foundation."""
1,"""Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises."""
0,"Is Rapper Meek Mill the Grandson of Martin Luther King, Jr.?"
1,Says the Obama administration was doing pattern-or-practice investigations of discrimination by police departments and “Donald Trump came in with Jeff Sessions and undid those.”
0,"Crimea ""was sort of taken away from President Obama. … And he wanted Russia to be out of what was called the G-8. And that was his determination."""
0,Did Congress Pass a Bill Allowing the Government to Microchip Citizens with 'Mental Disabilities'?
0,"Since 1965, California has built ""six (college) campuses but 23 prisons."""
1,"Did Anne Frank Write, 'Always Give Something, Even if It Is Only Kindness'?"
0,Did Neil Gorsuch Push for the 'Separation of the White and Black Races'?
0,"Says John Wayne said, ""If you don’t want an American flag flying in your town square or at your school, then why the hell are you living in the US?"""
1,"Says under the Romney-Ryan budget ... ""the American Opportunity Tax Credit for college tuition would be eliminated."""
0,"Southwest Airlines Email Phishing Scam Says 'Congrats,' Claims You've Received 'Reward'"
0,"""Racist picture of Democrat North Carolina Governor Roy Cooper emerges just days after he called on Ralph Northam to resign - DAILY MAIL."""
0,"""Obama released 10 Russian agents from U.S. custody in 2010 during Hillary’s uranium deal."""
0,Is This a Picture of a Shirtless Donald Trump?
1,Did Donald Trump Say Not Paying Taxes 'Makes Me Smart'?
1,Will US COVID-19 Deaths Be Double the Number of US Vietnam War Deaths by Fall 2020?
0,"""The latest evidence of Republican success is that since the beginning of the current legislative term, state unemployment has gone down almost 20% to 5% adjusted."""
0,"Among Syrian refugees, ""there aren't that many women, there aren't that many children."""
1,Did a Falcon Land Right in Front of a Camera Atop the Ambassador Bridge?
0,"Says Joe Biden said, ""the Germans bombed Pearl Harbor."""
0,"Says U.S. Rep. Nancy Pelosi said, ""Employers cutting hours is a good thing. It then gives that person time to pursue their dreams and passions."""
1,Is This an Eagle Catching a Drone?
0,Did Donald Trump Die of a Heart Attack?
0,"Disappointing Prince Vaults Found to Contain 37,000 Hours of Billy Joel Covers"
0,"In comparing mass shootings, ""France had a higher casualty rate in one year than the entire two administrations of Barack Obama."""
1,Does a Form of Strep Throat Infect the Face and Nasal Cavity?
0,“Moderna COVID vaccine is no longer recommended due to heart inflammation.”
0,"""Democrats oppose any effort to secure our border."""
1,"Does Video Show a 'Snake Standing Up,' Raising Its Head?"
0,"Says El Paso was named America’s ""Safest Large City"" a year after San Antonio, Houston and Dallas had the nation’s highest crime rates."
0,Did Outback Steakhouse Announce They Are Banning Supporters of President Donald Trump?
1,"""I'm also the only lieutenant governor to not take a security detail."""
0,Says Joe Biden was the only world leader to wear a face mask during a video conference.
1,"Says Texas ""high school graduation rates are at all-time highs."""
0,Was Ilhan Omar's Brother Arrested with ‘200 Lbs. of Explosives’?
0,Does This Cat Have an Unusually Deep Voice?
0,Is This President Trump's Report Card from Fordham University?
1,"""The economy bled $24 billion"" due to the government shutdown."
0,Did Facebook Shut Down an AI Experiment Because Chatbots Developed Their Own Language?
1,"""The Social Security disability fund is going belly up in 2016."""
0,"“Six months before the COVID ‘plandemic,’ Bill Gates had negotiated a $100 billion contact tracing deal with (the) Democratic congressman sponsor of bill.”"
1,"""Sixty percent of Americans now support legalizing marijuana."""
0,Images show how climate change destroyed the Greenland ice sheet and harmed a polar bear from 2009 to 2019.
0,"Sherrod Brown ""sent billions of our tax dollars to foreign countries."""
0,"Says ""wealthy people in Canada donate to hospitals"" to get better health care treatment."
0,"A Mack Trucks employee told Joe Biden, “You can’t drive anything besides the country into the ground.”"
1,Did President Trump Say That Canadians Smuggle Shoes Out of the United States?
0,SCAM ALERT: Hermès 184th Anniversary Free Bag Giveaway
1,Did Franklin Graham Call on Pete Buttigieg to 'Repent' for Being Gay?
1,"""Under President Obama, domestic oil production is at an eight-year high."""
0,“McDonald’s (makes) you all sign noncompete contracts that you cannot go across town to try to get a job at Burger King.”
0,A letter from Mississippi Gov. Tate Reeves says that at “the beginning of October 2020 the statewide mask requirements will be abolished.”
1,"""Apple and Amazon already operate in many states that require levels of voter ID."""
1,'I Have a Plan to Destroy America'
1,Did Trump Admin Ask Supreme Court to Legalize Firing LGBTQ Workers?
0,Will Cars with Full Gas Tanks Explode on Hot Days?
1,"A bill delaying the start of classes until Labor Day would permit school districts ""to shave 5 full weeks off the school year."""
0,Has Switzerland Approved 3D-Printed Pods for Assisted Suicide?
0,"""Republican (small business tax cut) bill spends $80 million for better Google searches, not job creation"""
0,"School children can earn higher grades by studying Islam under a new ""nationwide Muslim outreach program"" announced by President Barack Obama."
0,"""I never supported"" a state income tax for Texas."
0,"Tim Kaine wants to thwart ""right-to-work reform measures in Midwest battleground states."""
1,Is This Glass Octopus Real?
0,"“You may be 55 years old in [Illinois] and a citizen and not eligible for Medicaid. But if you are an undocumented immigrant and 55 or older, you’re eligible for Medicaid.”"
0,Is the Barbie Ouija Board in This Photo Real?
0,"""The founders of New Hampshire came up with the motto Live Free or Die."""
0,"""We were promised. The president said we would keep unemployment under 8.5 percent (if the stimulus passed)."""
1,"""Medicare began as a public option and now holds 97 percent of the market share."""
0,Says Donald Trump said the government is going to pay for everybody to have health care.
0,Is This Palm-Sized Bunny Real?
1,"Under the compromise tax agreement, ""99.7% of American families will not pay 1 nickel in an estate tax."""
0,Did 69 People Die After Drinking Crocodile-Bile Poison Beer?
0,Mitt Romney has 15 homes.
0,“163 paid protesters just filed a lawsuit against George Soros for not paying their bail.”
1,Is Starbucks Opening a Roasting Facility in China?
1,"Would Georgia Bill Expand Ban On Free Food, Water For Voters Waiting in Line?"
0,Says gas costs $4.50 a gallon.
0,"""The CDC lowered the PCR threshold while no longer recording asymptomatic cases...but only for the vaccinated."""
0,"Briefcase Changes Color from Red to Green on TV, Explained"
1,Did the NRA Ask Judicial Candidates for 'Position Letters' on Guns?
1,"U.S. Senate candidate Jack Kingston ""requested more earmarks than any other GA Congressman and all GA GOP members combined."""
0,"Says Iran has ""violated the terms of the (nuclear) deal."""
1,United States to Reverse Ban on Wildlife Trophies?
0,Did Margaret Sanger Decry Slavs and Jews as 'Human Weeds'?
1,How to Vote in Mexico
0,"""Terrorists who are currently being held at Guantanamo Bay can be transferred to a neighborhood near you"" as a result of House Democrats’ actions on the National Defense Authorization Act."
0,"""A study was done, a post-mortem, so a retrospective study done, looking at autopsies and drug levels, what drugs were in the blood of veterans that committed suicide, and 70 percent had THC."""
0,Joe Biden gave his used face mask to Stephen Breyer.
0,McDonald’s Employee Accused of Smuggling 80 Lbs of McNuggets
1,"Mike ""Martinez has voted to raise taxes and utility rates while ending free bus service for seniors."""
0,"""More Americans receive food aid than work in (the) private sector."""
0,Is the Baya Weaver Bird the Only Animal That Dies When Its Companion Dies?
0,"""Your chances of throwing it are actually a little bit better in that situation."""
1,Is the Walmart Retail Chain as Big as This List Says?
0,"Says Kanye West got 40,000 votes in the presidential election in Kentucky."
0,Is Barron Trump a Chess Grandmaster?
0,Did the Woman Behind Aunt Jemima Die a Millionaire?
0,"Says Donald Trump ""has the second-highest disapproval ratings of anyone running for president."""
1,"""President Obama's proposal calls for serious cuts in our own long-term carbon emissions,"" but China and India will still be allowed to increase their emissions."
0,Bricks are being “randomly placed all over Detroit.”
0,All charges were dropped against Bill Cosby and he was granted an early release.
0,Says to leave objects in the sun to avoid contracting the coronavirus.
1,"""The State Election Board has issued nearly $275,000 in fines to violators of absentee ballot laws."""
1,Did Kansas City Zoo Give Resident Gorilla a Blood Transfusion?
0,Did a Judge Cut a Pedophile’s Prison Term Because He Claimed a 3-Year-Old ‘Asked’ to Be Raped?
1,"In Wisconsin, ""we have a bill that would allow hidden, deadly weapons -- every single person to carry one -- no training, no background check, even around schools."""
1,Was This Ship Built Using Steel from the World Trade Center?
0,"""Most Americans are now getting their news from Facebook."""
0,The Electronic Registration Information Center is “a system that’s funded by George Soros.”
0,A New York election results map is evidence of fraud.
1,"""Florida Statutes require (Attorney General Bill) McCollum to consult with members of Florida's Congressional delegation"" before filing a lawsuit against the health care reform law."
0,Politicians Maskless in Viral Pic Because It Was Taken in 2012
0,"Research shows that ""a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and that's what they support."""
0,Malia Obama Highest-Paid Heir in the World?
0,Minnesota imposed an Islamic anti-blasphemy law.
0,Did the United States Treasury Announce Plans to Put Robert E. Lee on the New $20 Bill?
0,"Shows a waitress saying, ""I lost my job. But I'll sleep better knowing” that the coronavirus relief bill included funding for the Kennedy Center, refugee resettlement, PBS, and congressional salaries: “Thanks, Democrats”"
0,"""Instead of two for one, we have cut 22 burdensome regulations for everyone new rule."""
1,"Says she heard more than 2,400 cases as a Wisconsin appeals court judge"
0,"""Under the Obama plan . . . all the health care in this country is eventually going to be run by the government."""
1,"""In 2008 (Mandel) was re-elected to a second term, representing a district with a 2:1 Democrat to Republican voter ratio."""
0,"In 1975, then-U.S. Sen. Joe Biden opposed efforts by President Gerald Ford to aid South Vietnam and evacuate refugees."
0,"""Our men and women of the Guard have been forced to contact food banks to feed themselves."""
1,Says New Hampshire has the third-highest property tax in the country.
0,"""We now work the longest hours of any people around the world."""
0,Says the Human Rights Campaign is secretly funded
1,"""If you go back to 1999, Wayne LaPierre testified on behalf of the NRA that background checks were appropriate and should be done."""
1,"""We've had 11,000 attempts to amend the Constitution since 1789."""
0,Pic Doesn't Show Paul Pelosi Jr. with 'Tied Up Asian Girl Doing Lines of Coke'
1,"Says he ""did the very best"" in a recent poll in Iowa matching up each of the major Republican presidential candidates against President Barack Obama."
1,"Says that in his first 17 months as president, the United States doubled its world-leading $500 million a year commitment to fighting global AIDS."
0,Hawaii Official Says No Birth Certificate for President Obama?
0,Is a Testicular Blow Exponentially More Painful Than Childbirth?
0,Says John Boehner changed his position on extending Bush tax cuts.
0,"Says a ""Local Hero"" was ""arrested after killing 30 pedophiles in murder spree"""
0,Did Target's Stock 'Crash' Due to Their Transgender Bathroom Policy?
0,Did Robert Aaron Long Post China 'COVID Cover-Up' Message Before Mass Shooting?
0,Did Nancy Pelosi Routinely Use a 'Big Fat 200-Seat Jet' to Travel to California?
1,"The National Science Foundation awarded $700,000 to fund a climate change musical."
0,Did Oprah Winfrey 'Buy Control of Fox News'?
0,Carlos Gimenez “wants a national database to track you and discriminate against you.”
0,"""Just look at what the FBI director said about her (Hillary Clinton) — her misconduct is a disgrace and embarrassment to our country."""
0,"""Sheriffs Call For Obama’s Lynching While Leader Meets With GOP Senators"""
0,'Furry Protocol'? False Rumors Circulate About Wisconsin Schools
0,Is the Kate Winslet 'Big Hips' Photo Real?
0,"Says Ron Saunders ""made the choice to stand with Rick Scott"" on expanding school vouchers, restricting scholarships and giving tax breaks to the wealthy."
1,"""I did not vote to spend money to fight that (Amendment 6 redistricting) lawsuit."""
0,Illinois high school to implement race-based grading system in 2022-2023 school year
0,Were 20 Koalas Rescued from an Animal Brothel in Australia?
1,Did Rep. Gohmert Suggest Changing the Moon's Orbit To Fight Climate Change?
0,"""Right now, an employer has more of a chance of getting hit by lightning than be prosecuted for hiring an undocumented worker. That has to change."""
0,Says Joe Biden and Kamala Harris support abortion “up to the moment of birth.”
0,"""If we manufactured 5-million of these 2.5-meg windmills across the country, we could electrify the entire nation — the entire nation."""
0,Ashley Flores
0,“Old C-SPAN footage of Joe Biden introducing man in blackface.”
0,"Says Charlie Crist's campaign bashed Sen. Bill Nelson's ""big-government solutions."""
0,Did DJ Khaled Break a Horse's Back By Riding on it?
0,"In Afghanistan, ""it is very, very rare that someone who is killed in action is not killed by an"" improvised explosive device, or IED."
0,"""Two-thirds of the people who use Medicaid are poor children, but two-thirds of the money is for long-term care for seniors, whether in a facility or at home."""
0,State government spending will be increase 10.7 percent this year.
0,"""We had an agreement that the president could have signed that would have kept 10,000 troops"" in Iraq."
1,Did the EPA Cause the Animas River Spill?
0,The deaths at the Astroworld festival were part of a satanic ritual.
0,"A United Airlines passenger forcibly removed from an airplane ""was in his seat, he has every right to stay there."""
0,"Says 89 members of Congress ""hold dual citizenship with Israel."""
0,"""55,000 years ago the world was 2 degrees warmer Celsius than it is today.”"
0,The Strategic Petroleum Reserve has “been mostly empty” for decades.
0,“Since Trump labeled ANTIFA a terrorist organization their rights were stripped by the Patriot Act which states if someone is labeled a terrorist they are not afforded due process.”
1,Did Johns Hopkins Student Newspaper Retract Article Claiming COVID-19 Deaths 'Not Above Normal'?
1,"Says GOP U.S. Senate candidate Darryl Glenn ""wants to eliminate the Department of Education"" and jeopardize college funding for 320,000 Coloradans."
0,“Why did the state do that with COVID patients in nursing homes? It’s because the state followed President Trump’s CDC guidance.”
0,"Says Larry Taylor gave ""in-state tuition to illegal immigrants."""
0,"""Between the first and second quarters of 2018 — after the tax cuts were enacted — real wages fell by 1.8 percent."""
0,Does Video Show Pelosi Drunk and Slurring Speech?
0,Did Barack Obama Admit to His 'Muslim Faith'?
0,Are US Animal Shelters Seeing Pet Returns After 'Pandemic Puppy Boom'?
1,"Says Barack Obama is ""trying to slash funding for the Armed Pilots Program designed to prevent terror attacks."""
0,Does U.S. Law Require Alcohol to Be Radioactive?
0,"Says she ""sued Exxon Mobil"" as California attorney general."
0,Did a Canadian Woman Wear a 'My Legs Are Open for Refugees' Sign?
1,Did an Elephant Seal Crawl Through a Chilean Town?
0,Did Trump Tweet That He 'Sacrificed a Lot To Be Your President'?
0,"Voter fraud provided ""a portion"" of the margin of victory of Democrat John Lehman over Republican Sen. Van Wanggaard in a state Senate recall election."
0,"""Super Bowl Sunday has the highest rate of domestic violence."""
0,Did Alex Trebek's Net Worth Leave Family 'in Tears'?
0,"A study says Massachusetts has lost 18,000 jobs because residents were required to obtain health insurance under an act signed into law by Mitt Romney."
1,Is This a Real Video of an Arrow That Always Points to the Right?
0,"Says a ""Canadian provincial prime minister came to Ohio for his medical treatment because of the delay in Canadian health care which would have endangered his life."""
0,"Says drinking cream of tartar mixed with orange juice daily will help people quit smoking because it ""flushes the nicotine"" out of the body."
0,"In Australia ""they went and confiscated all the guns. You know who did what Australia did? Venezuela."""
1,"Reconciliation was used ""for tax cuts for the rich twice under Bush."""
0,"Elena Kagan ""violated the law of the United States at various points"" with her opposition to military recruiters."
0,"The Consumer Financial Protection Bureau ""passed a rule giving the agency unprecedented power to shut down businesses, no matter what the reason, at any time it wishes."""
1,Is This 'Shaun of the Dead' Meme Mocking Real Ohio Protesters?
0,Says Joe Biden talked about eating wooden corn dog sticks.
0,BREAKING: Illegal Muslim From Iran Arrested For Starting California Wildfire
1,"Does This Video Show US Air Traffic on Sept. 11, 2001?"
1,Was a Noose Hung Across from the US Capitol?
0,"Says Barack Obama ""said black males are two times more likely to be shot by a law enforcement officer than white males"" and ""that is a lie"" because ""there is no data."""
1,"""We’ve now gained private sector jobs 12 months in a row."""
0,"Raphael Warnock ""called police thugs, then cut their funding."""
1,"""As Florida's CFO, I shut down Krakow's scam and refunded more than $1.2 million to Josephine and other victims of this con man."""
0,"""We have got 20 million folks out there across this land who have told the federal government, ‘Phooey, nonsense, I’m not going to participate in your program, because it doesn’t do what I need done.’ """
0,"Says Obama opposes innovation, the electric car and ""clean, safe, nuclear energy."""
0,"Says Joe Straus ""was co-author of a bill that would have allowed Planned Parenthood to control public school sex education."""
1,"""There are 321,092 public school teachers in Texas. And there are 313,850 non-teachers in our public schools."""
1,"""Our national debt ... is on track to exceed the size of our entire economy ... in just two more years."""
0,"The Keystone XL pipeline ""doesn’t even have any oil for America."""
0,'Pfizermectin'? Is Pfizer's New Drug Just Ivermectin in Disguise?
0,Michelle Wants YOU to Monitor Your Own Family Members
0,"""If we use (Tax Increment Financing) funding, that's going to take funds from the general fund for Pinellas County, as it will take funds from the general fund for the city of St. Pete."""
0,Neal Boortz's Texas A&M Commencement Address?
0,Mermaids: The Body Found
0,Does Pic Show Milky Way Galaxy Framed By Karnak Egyptian Temple?
1,"Laurie Monnes Anderson ""voted to let violent criminals out of jail early."""
0,"""Repealing and replacing Obamacare – that’s going to save $1 trillion over a 10-year period."""
0,Has Iowa Seen an Alarming Increase in “Vanishing Children” This Summer?
0,"The deal to raise the nation’s debt ceiling will ""directly link a debt ceiling increase to spending cuts for the first time ever."""
0,"The American Medical Association rescinded a previous statement and now says ""hydroxychloroquine is okay"" for COVID-19."
1,"Says Dontre Hamilton ""was shot 14 times by police for resting on a park bench in Milwaukee."""
0,“Friendly reminder: Cigarettes are FDA approved.”
0,"A Republican proposal changes Medicare for those under age 55 so that they will ""participate in the same kind of health plan that members of Congress do."""
0,"""When Trump won, we had the lowest voter turnout in 20 years."""
1,Do Photos Show Kamala Harris With Montel Williams?
0,There’s a “coincidental correlation” between COVID-19 vaccines and a spike in cancer in adults younger than 50.
0,Do Salt Lamps Provide Multiple Health Benefits?
0,"“Heidi Cruz, Ted’s wife, is managing director of Goldman Sachs. They oversee the Texas utilities.”"
0,"Says “132,000 ballots in Fulton County, Ga., have been identified as likely ineligible,” and President Trump might win Georgia as a result."
1,"""Over the last eight years, we’ve shown that even though we’ve cut taxes by $8 billion, revenues continue to grow."""
0,"Regarding the Iraq War, ""I was the one that said, ‘Don’t go, don’t do it, you’re going to destabilize the Middle East.’ """
1,"""One out of every two kids who are graduating college right now can't find a job."""
0,"Says her congressional district has 10,000 medical-device industry jobs and 1,000 will be lost because of health-care law tax."
0,Did a Sick Child's Classmates Refuse to Wish Him a Happy Birthday?
0,"No, Amazon Is Not Giving Away Free AirPods in a Raffle"
0,Says there were over 600 reports of Texas votes for Donald Trump in the state’s 2016 Republican primary virtually all getting tallied for Marco Rubio.
0,"Did Bernie Sanders Buy a $172,000 Car with Campaign Donations?"
0,President Joe Biden threatened to “swoop down with Special Forces folks and gather up every gun in America.”
0,"Amazon has a ""no-tax monopoly."""
0,"The Democrats plan ""to raise your tax rates to 70 or 80 percent."""
0,"Wisconsin dropped ""from second in the country to 41st"" among states where more than half the students took the ACT exam."
0,"""Being exposed to the sun for two hours"" kills the 2019 coronavirus."
0,"""There’s talk in Congress now about basically confiscating your private 401(k) or IRA plan and rolling it into Social Security to strengthen Social Security."""
0,Did Chelsea Clinton Say Satanism Is a Religion That Deserves Respect?
0,“Everyone is only dying of coronavirus now.”
0,Is a Robot Bodyguard Protecting the King of Bahrain?
1,Did Ivanka Trump 'Brag' About Greenhouse Gases Dropping?
0,"“Donald Trump is back on Twitter,” thanks to Elon Musk."
0,Was Malia Obama Arrested in an 'Antifa Attack' on an Elderly Woman?
1,Has Harvard University Launched a Project to Search for Extraterrestrial Life?
0,"Kamala Harris’ husband said, “I am married to the next president of the United States.”"
0,Says Clint Eastwood is dead.
0,"Elizabeth Townsend runs the elections office that omitted a school board race on a ballot and gave a School Board candidate ""faulty advice."""
0,Did a CIA Agent Confess to Killing Bob Marley?
0,"""Look at what’s happening last night in Sweden. Sweden, who would believe this? Sweden. They took in large numbers. They’re having problems like they never thought possible."""
1,"""Seventy percent of all uninsured live in households in which at least one person is working."""
1,"“North Carolina during this pandemic had among the lowest COVID-related deaths, as well as job losses per capita.”"
0,Was Kelly Clarkson Giving Away $200K for Christmas in 2020?
1,"""The Senate has not passed a budget in more than three years, not a good budget, not a bad budget, no budget."""
1,"""Tommy Thompson wanted to implant data chips in humans."""
0,Did the News Media Fake Photos of Jacksonville Beaches?
1,Did Lindsey Graham Say Republicans Would Get 'Destroyed' If They Nominated Donald Trump?
0,Says President Donald Trump is selling coronavirus-themed commemorative coins through the White House Gift Shop.
0,Jason Derulo Didn't Fall Down Met Gala Stairs
0,Creflo Dollar has endorsed Republican Donald Trump for president.
0,"""Judicial Watch reports show 1.7 million California votes are not registered voters!"""
0,"""Romneycare has … killed 18,000 Massachusetts jobs."""
0,Did Doctors Warn Never Clean Your Child with Baby Wipes?
0,"Are 'Zombies' Visible at Google Maps 65.0929814,28.9031617?"
0,Are California College Students Cutting Off Their Genitals Over Trump's 'Wall' Plan?
1,"In 2012, ""Wall Street"" gave Scott Brown ""more campaign contributions than any other candidate -- $5.3 million."""
0,In-N-Out cups say “Let’s go Brandon.”
1,Did Pro-Trump Rioter Wear 'Camp Auschwitz' Shirt While Breaking Into the Capitol?
0,"Images of crowds and crowded arenas were taken ""today in Tulsa Oklahoma"""
1,"Yes, This Phallic Lamp is Real"
0,Barbara Boxer Gave Bernie Sanders Supporters the Finger?
1,"""Tens of billions of dollars (from taxpayer-funded bailouts) ... flowed straight through AIG into the coffers of foreign corporations and foreign banks."""
0,"""We get practically nothing compared to the cost of"" keeping U.S. military forces in South Korea."
0,"Says he was ""instrumental to passing two (recent) pieces of legislation that were a huge victory for firefighters across the state."""
0,"""Remember that developers are forced to use the ‘195 land union’ contractors, so tap an extra $10 million into any construction project."""
0,“Businesses cannot legally ask for proof of vaccination and cannot deny entry based on vaccination status.”
1,"""As governor of Florida I defunded Planned Parenthood."""
0,"""Withheld union dues fund half of Dem (Democratic) campaigns in Florida."""
0,Did a 'Trump Train' Truck Get Stuck Under a Bridge?
0,“Biden took down Dr. Seuss and Mr. Potato Head.”
1,"Without a Medicaid expansion, 275,000 more Ohioans could be getting their primary care in emergency rooms, costing ""everybody a lot of money."""
0,"""Paul Ryan is one of less than a dozen Republican congressmen to have voted for every bailout to come before Congress."""
0,"""I have had to fill out FEC reports for the past six years now, and they’re much more detailed than a tax return..."""
0,Police Chief Warns of Fentanyl Overdose Risk from Residue on Shopping Carts?
0,Did a Tennessee School District Ban the American Flag?
1,"""More children die in agricultural jobs than in any other industry."""
0,Were Will Smith's Teeth Knocked Out by Jason Derulo?
0,“Worldwide data has confirmed the vaccinated are developing COVID vaccine-induced Acquired Immune Deficiency Syndrome.”
1,"The United States is ""seeing greater income inequality now than any time since the 1920s."""
